bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,genre,genre_encoded
0.059,0.78654,0.65,0.3363,431.51628,0.282,9.0,0.26,-11.058,1,0.427,431.516,0.635,0.11833,115.221,4.0,0.915,soundtrack/misc,18
0.13,0.72471,0.997,0.11047,277.28934,0.206,10.0,0.696,-5.64,0,0.698,277.289,0.406,0.11047,98.507,4.0,1.0,rock,17
0.868,0.21774,0.868,0.21774,291.63057,0.0,1.0,0.575,-7.46,0,0.568,289.477,0.612,0.21774,174.524,1.0,0.0,punk,14
0.822,0.21759,0.822,0.21759,157.36118,0.328,8.0,0.566,-6.34,0,0.487,147.958,0.0,0.21759,75.452,1.0,0.0,rock,17
0.039,1.29525,0.772,0.0267,318.56281,0.0,1.0,0.7,-5.414,1,0.76,315.82,0.903,0.0267,93.957,4.0,1.0,electronic,4
0.126,1.15154,0.849,1.15154,232.48934,0.898,5.0,0.694,-6.388,0,0.735,218.552,0.171,0.98063,85.96,4.0,0.485,world,19
0.0,0.0,0.437,1.22414,26.67057,0.0,6.0,0.16,-18.169,1,0.514,26.671,0.029,0.41395,35.898,4.0,0.0,experimental,5
0.854,1.04765,0.0,1.04765,175.3073,0.0,6.0,0.348,-4.507,1,0.558,158.174,0.279,0.27894,60.308,4.0,0.471,punk,14
0.258,0.4379,0.258,0.4379,240.45669,0.0,2.0,0.021,-8.471,1,0.206,240.457,1.0,0.2203,91.413,1.0,0.94,rock,17
0.035,1.16035,0.0,0.26019,233.76934,1.123,9.0,1.0,-7.027,0,0.957,217.948,0.258,0.02838,133.29,4.0,0.0,experimental,5
0.0,0.38589,0.0,0.38589,27.68934,0.0,10.0,0.743,-13.102,0,0.687,27.689,0.0,0.38589,152.227,1.0,0.091,hip hop,8
0.83,0.44711,0.83,0.44711,335.33342,0.0,2.0,0.458,-5.763,1,0.642,335.333,0.6,0.44711,76.096,1.0,0.283,rock,17
0.016,0.25513,0.864,0.25513,155.11465,0.181,1.0,0.577,-11.459,1,0.686,142.338,1.0,0.25513,124.595,4.0,0.509,rock,17
0.204,1.41784,0.179,0.04523,323.16036,0.229,5.0,0.591,-16.853,1,0.667,315.739,0.179,0.04523,187.045,5.0,0.793,gospel,7
0.214,0.15631,0.895,0.15631,206.99383,0.107,3.0,0.716,-5.021,1,0.743,197.074,0.46,0.15631,89.954,4.0,1.0,rock,17
0.261,0.04497,0.261,0.04497,50.83383,0.0,0.0,0.262,-6.084,1,0.32,50.834,0.491,0.04497,210.982,1.0,0.0,metal,11
0.302,0.10458,1.0,0.10458,206.94159,0.073,0.0,0.005,-3.568,1,0.203,203.395,1.0,0.10458,112.77,4.0,0.806,punk,14
0.016,3.29019,0.0,0.57254,174.73261,1.03,9.0,0.606,-11.992,1,0.453,171.276,0.663,0.1401,84.851,5.0,0.423,country,3
0.426,1.58025,0.318,0.7421,297.76934,4.0,0.0,0.276,-9.911,1,0.488,297.769,0.18,0.53256,140.173,4.0,0.441,folk,6
0.106,0.49392,0.605,0.03943,241.65832,0.398,7.0,0.693,-19.449,1,0.656,228.786,0.0,0.03943,134.254,4.0,0.0,electronic,4
0.288,2.76263,0.65,0.92311,163.39546,4.493,3.0,0.039,-13.629,1,0.518,150.494,0.119,0.92311,99.219,5.0,0.657,soundtrack/misc,18
0.345,4.99015,0.66,0.43795,252.682,2.328,5.0,0.812,-12.239,1,0.691,246.236,0.018,0.17607,112.781,4.0,1.0,rock,17
0.079,2.87235,0.314,0.27514,222.24934,0.0,1.0,0.419,-7.379,1,0.37,218.72,0.647,0.27514,123.975,5.0,1.0,electronic,4
0.015,0.71961,1.0,0.21902,240.27383,0.415,0.0,0.059,-9.31,1,0.367,236.495,1.0,0.21902,122.019,4.0,0.265,blues,0
0.854,0.15029,0.854,0.15029,350.4322,0.311,10.0,0.642,-10.587,0,0.552,323.733,0.424,0.15029,106.58,1.0,0.599,electronic,4
0.315,0.8853,0.56,0.8853,197.98159,0.438,4.0,0.302,-14.258,1,0.494,191.988,0.523,0.53268,84.951,4.0,0.805,rock,17
0.328,0.67889,0.328,0.67889,107.41506,0.0,1.0,0.843,-20.243,1,0.666,102.307,0.404,0.55174,241.242,1.0,0.0,folk,6
0.116,0.6869,0.945,0.27702,235.78077,0.2,2.0,0.606,-9.456,1,0.529,226.511,0.675,0.07208,145.907,4.0,0.314,gospel,7
0.629,0.53007,0.629,0.53007,115.12118,0.792,11.0,0.287,-26.589,0,0.458,105.709,0.003,0.53007,117.971,1.0,0.034,soundtrack/misc,18
0.165,1.26205,0.774,0.40546,266.34404,0.392,1.0,0.61,-6.31,1,0.647,260.487,0.492,0.19378,143.267,3.0,0.973,electronic,4
0.723,0.56848,0.528,0.56848,180.11383,0.0,7.0,1.0,-6.179,1,0.817,180.114,0.317,0.31925,126.531,4.0,0.223,latin,10
0.064,2.74033,0.602,0.44842,150.282,0.0,0.0,0.334,-14.305,1,0.473,142.414,0.594,0.20987,73.314,7.0,0.991,electronic,4
0.013,1.38331,0.911,0.2885,248.16281,0.101,6.0,0.929,-6.785,0,1.0,243.815,0.308,0.2885,112.35,4.0,0.777,folk,6
0.426,0.99517,0.922,0.49321,130.19383,0.159,8.0,0.668,-9.333,1,0.613,125.306,1.0,0.24286,120.066,4.0,0.734,other,12
0.043,1.36538,0.776,0.18917,258.29832,0.131,3.0,0.659,-7.009,0,0.715,255.57,0.89,0.18917,102.126,4.0,0.982,metal,11
0.431,0.78698,0.712,0.31866,285.04771,0.282,7.0,0.726,-11.584,1,0.706,265.868,0.563,0.08093,127.686,4.0,0.397,folk,6
0.699,0.40307,0.699,0.40307,288.36526,0.543,2.0,0.634,-10.895,0,0.609,280.729,0.469,0.17727,132.973,1.0,0.0,r&b/soul,15
0.163,1.39385,0.673,0.76877,230.53016,0.368,11.0,0.77,-11.485,1,0.595,220.479,0.346,0.45238,97.004,4.0,0.78,reggae,16
0.001,0.52633,0.844,0.52633,213.05424,1.036,6.0,0.571,-4.353,1,0.403,204.527,1.0,0.25763,111.043,4.0,0.791,electronic,4
0.427,0.76653,0.427,0.76653,167.13098,0.0,8.0,0.464,-13.352,1,0.497,161.176,0.84,0.76653,114.962,1.0,0.0,latin,10
0.055,1.47382,0.839,0.21254,244.32281,0.0,1.0,0.216,-15.55,1,0.292,239.444,0.729,0.21254,95.301,4.0,0.889,hip hop,8
0.055,0.96358,0.96,0.46782,200.14975,0.194,9.0,1.0,-5.564,1,0.709,197.979,0.872,0.22918,122.015,4.0,0.835,gospel,7
0.152,0.53637,0.919,0.05926,184.76363,0.311,1.0,0.636,-11.242,0,0.482,181.685,0.0,0.05926,126.31,5.0,0.326,folk,6
0.192,0.23741,0.631,0.23741,416.70485,0.166,3.0,0.362,-11.869,1,0.415,402.268,0.185,0.23741,144.215,3.0,0.482,gospel,7
0.092,1.3048,0.657,1.3048,286.4322,0.0,4.0,0.505,-8.57,0,0.534,267.627,0.205,1.08103,133.925,4.0,0.0,punk,14
0.212,0.55789,0.93,0.26477,221.64853,0.104,7.0,0.415,-6.693,1,0.227,213.693,0.816,0.11894,206.637,4.0,0.0,latin,10
0.141,1.48404,0.0,0.23503,494.21016,0.0,7.0,0.332,-11.017,1,0.518,488.861,0.228,0.23503,144.84,5.0,0.971,rock,17
0.703,11.15229,0.511,10.25171,324.46649,13.955,4.0,0.674,-14.241,1,0.605,298.609,0.062,10.02571,134.123,4.0,0.854,r&b/soul,15
0.044,0.90812,0.479,0.90812,343.40526,0.0,0.0,0.683,-12.354,1,0.588,321.875,0.094,0.29322,78.666,7.0,0.661,other,12
0.007,1.6443,0.521,0.57497,186.53995,0.0,10.0,0.0,-18.03,1,0.175,181.209,0.375,0.57497,112.016,4.0,0.709,folk,6
0.045,1.07133,0.0,0.03691,234.55302,1.042,8.0,0.893,-6.931,1,0.656,226.267,0.337,0.03691,115.033,4.0,0.0,electronic,4
0.01,0.36752,0.926,0.36752,151.87546,0.165,7.0,0.313,-11.298,1,0.592,149.507,0.0,0.12081,123.085,4.0,0.259,pop,13
0.012,0.38974,1.0,0.03059,259.83955,0.189,11.0,0.324,-6.567,0,0.492,246.346,1.0,0.03059,163.902,4.0,0.664,reggae,16
0.079,1.65281,0.0,0.44372,699.03628,1.263,1.0,0.66,-10.179,1,0.583,691.606,0.538,0.13771,100.53,3.0,0.568,jazz,9
0.204,0.14546,0.102,0.14546,343.50975,0.833,3.0,0.161,-12.078,0,0.432,311.978,0.295,0.14546,84.619,3.0,0.349,electronic,4
0.014,1.43941,0.284,0.4679,228.44036,0.0,8.0,0.519,-10.571,1,0.508,218.674,0.767,0.22303,122.852,4.0,1.0,pop,13
0.49,0.67964,0.886,0.16011,163.97016,0.485,4.0,0.513,-10.814,0,0.397,159.306,0.0,0.16011,100.72,4.0,0.358,other,12
0.535,0.35322,0.535,0.35322,246.49098,0.0,6.0,0.161,-27.748,1,0.416,236.095,1.0,0.04967,101.131,1.0,0.0,folk,6
0.041,1.2454,0.153,0.327,255.16363,12.388,7.0,0.162,-5.318,0,0.338,248.21,0.182,0.327,135.733,4.0,0.43,latin,10
0.014,1.42206,0.854,0.4845,456.51546,0.0,11.0,0.561,-11.009,0,0.545,434.405,1.0,0.24971,127.874,4.0,0.384,electronic,4
0.659,0.26794,0.659,0.26794,173.21751,0.0,3.0,0.906,-9.594,1,0.696,167.636,0.228,0.13786,227.236,1.0,0.0,folk,6
0.12,1.06914,0.515,1.06914,417.72363,2.461,0.0,0.601,-13.52,1,0.667,417.724,0.119,0.61937,65.901,5.0,0.801,gospel,7
0.0,32.39914,0.599,0.3767,164.85832,0.0,2.0,0.574,-5.239,1,0.58,157.304,0.844,0.07161,58.407,4.0,0.628,hip hop,8
0.06,1.20707,0.938,0.30771,246.5171,0.252,7.0,0.946,-12.733,1,0.766,233.616,0.787,0.08261,138.593,4.0,0.0,rock,17
0.019,0.77676,0.997,0.25403,215.50975,0.194,0.0,0.168,-5.038,0,0.455,205.346,0.636,0.08207,116.446,4.0,0.446,gospel,7
0.382,1.34365,0.727,0.58206,189.59628,0.333,2.0,0.244,-20.869,1,0.612,182.526,0.458,0.58206,77.645,3.0,0.813,folk,6
1.0,0.24095,1.0,0.24095,152.13669,0.177,0.0,0.669,-12.464,1,0.696,146.135,1.0,0.24095,151.294,1.0,0.743,rock,17
0.053,0.84341,0.638,0.45057,355.34322,0.0,0.0,0.919,-9.64,0,0.884,345.205,0.484,0.45057,153.968,4.0,0.706,gospel,7
0.431,0.98723,0.0,0.18765,394.762,0.364,0.0,0.0,-14.245,0,0.137,379.391,0.0,0.18765,167.665,3.0,0.927,blues,0
0.018,0.95126,0.511,0.47725,500.6624,0.0,8.0,0.301,-12.602,0,0.315,492.251,0.111,0.24825,131.444,4.0,0.897,world,19
0.022,1.46528,1.0,0.33302,410.98404,0.299,2.0,0.546,-14.744,1,0.464,389.021,1.0,0.05112,106.035,4.0,1.0,pop,13
0.139,1.90054,0.622,0.28918,274.1024,0.0,0.0,0.413,-10.03,1,0.465,263.68,0.418,0.28918,152.077,5.0,0.57,jazz,9
0.042,0.73971,0.051,0.40348,301.92281,5.619,0.0,0.236,-3.159,1,0.266,301.923,0.187,0.23495,136.948,4.0,0.461,pop,13
0.37,0.95527,1.0,0.48172,252.86485,0.346,3.0,0.891,-10.468,1,0.776,241.993,0.488,0.24016,123.997,4.0,0.0,folk,6
0.094,0.21543,0.834,0.21543,448.54812,0.0,7.0,0.791,-5.055,1,0.762,448.548,0.638,0.02962,161.288,4.0,0.714,rock,17
0.225,0.09674,0.0,0.09674,229.53751,0.0,5.0,0.264,-5.426,1,0.384,221.431,0.427,0.09674,139.629,5.0,0.684,pop,13
0.722,0.25672,0.722,0.25672,313.20771,0.0,6.0,0.325,-12.235,1,0.274,313.208,0.0,0.25672,124.479,1.0,0.826,commedy,2
0.23,0.08314,1.0,0.08314,285.04771,0.177,5.0,0.862,-10.083,1,0.73,285.048,0.158,0.08314,215.999,3.0,0.738,electronic,4
0.11,2.4,0.873,0.28738,122.17424,0.096,2.0,0.312,-5.218,1,0.43,118.062,0.504,0.12566,185.453,7.0,0.716,punk,14
0.372,0.05216,1.0,0.05216,216.60689,0.0,5.0,0.466,-5.721,1,0.475,201.201,0.759,0.05216,200.114,3.0,1.0,hip hop,8
0.903,0.18149,0.903,0.18149,384.15628,0.149,10.0,0.249,-14.153,1,0.189,371.978,0.569,0.18149,95.938,1.0,0.018,jazz,9
0.0,0.0,0.0,0.0,482.55955,0.2,7.0,0.722,-11.985,1,0.63,444.685,0.0,0.0,0.0,3.0,1.0,electronic,4
0.138,0.09611,0.746,0.09611,285.17832,0.0,7.0,0.168,-8.885,1,0.472,272.446,0.493,0.09611,120.099,4.0,1.0,electronic,4
0.012,0.99437,0.532,0.51097,252.13342,0.0,11.0,0.0,-6.143,0,0.132,235.392,0.802,0.26927,124.062,4.0,0.775,r&b/soul,15
1.0,0.19264,1.0,0.19264,217.96526,0.461,8.0,0.248,-8.486,1,0.365,204.98,0.975,0.19264,100.648,1.0,0.047,r&b/soul,15
0.164,2.1537,0.544,0.75581,190.82404,0.224,11.0,0.367,-6.074,0,0.411,186.758,0.352,0.28749,85.291,3.0,0.893,pop,13
0.099,0.6831,0.485,0.22428,423.70567,0.142,9.0,0.947,-19.877,0,0.798,392.562,0.096,0.22428,131.85,5.0,0.861,electronic,4
1.0,0.09538,1.0,0.09538,125.83138,0.0,0.0,0.974,-12.135,1,0.868,119.641,1.0,0.09538,105.044,1.0,0.0,country,3
0.159,0.55399,0.913,0.22361,200.9073,0.36,10.0,0.476,-4.982,0,0.474,194.171,0.612,0.05883,181.889,4.0,0.577,hip hop,8
0.058,0.81745,0.778,0.39065,127.68608,0.286,6.0,0.732,-8.692,1,0.405,121.133,0.778,0.39065,148.452,4.0,0.748,rock,17
0.009,0.6456,0.594,0.22693,216.08444,0.0,9.0,0.571,-5.892,1,0.52,211.621,1.0,0.22693,147.944,4.0,0.776,folk,6
0.178,1.66203,0.0,0.4705,211.01669,0.0,0.0,0.468,-6.301,0,0.588,195.837,0.613,0.4705,150.096,5.0,0.0,folk,6
0.287,5.30078,0.0,2.35204,173.45261,2.043,4.0,0.458,-30.712,0,0.441,160.932,0.0,1.98344,81.623,5.0,0.718,electronic,4
0.017,1.07916,0.927,0.08503,209.52771,0.264,4.0,0.871,-5.439,1,0.44,198.891,0.539,0.08503,121.101,4.0,1.0,electronic,4
0.983,0.69068,0.0,0.26322,189.33506,0.0,4.0,0.325,-5.729,1,0.271,177.859,0.461,0.26322,127.221,4.0,0.0,electronic,4
0.056,1.24011,0.564,0.63239,106.52689,4.104,9.0,0.0,-12.385,0,0.0,106.527,0.155,0.34167,97.76,4.0,0.832,electronic,4
0.191,0.48863,0.71,0.48863,179.51302,0.0,1.0,0.521,-5.475,1,0.517,179.513,0.333,0.26172,134.112,3.0,0.628,commedy,2
0.425,0.2722,0.799,0.2722,187.42812,2.595,6.0,0.006,-8.821,1,0.227,187.428,0.526,0.2722,88.878,4.0,0.932,hip hop,8
0.089,3.26938,0.0,2.19807,146.15465,0.0,9.0,0.635,-5.22,1,0.488,146.155,0.151,2.19807,112.09,4.0,0.0,electronic,4
0.084,0.52058,0.398,0.02738,218.22649,0.0,7.0,0.343,-6.61,1,0.469,199.134,1.0,0.02738,121.9,4.0,0.618,r&b/soul,15
0.085,0.92426,0.945,0.38878,179.06893,0.078,5.0,0.78,-12.55,1,0.545,169.645,0.792,0.12104,111.199,3.0,1.0,latin,10
0.021,3.1882,0.0,3.1882,433.94567,7.866,6.0,0.114,-7.77,1,0.46,423.027,0.041,2.6799,89.385,4.0,0.234,electronic,4
0.619,0.47878,0.619,0.47878,152.99873,0.0,0.0,0.698,-15.71,0,0.715,145.548,0.667,0.25078,126.029,1.0,0.046,latin,10
0.04,0.77961,0.995,0.1827,165.22404,0.293,10.0,0.653,-13.777,1,0.574,160.061,0.612,0.03642,205.333,4.0,0.261,latin,10
0.912,0.22251,0.912,0.22251,198.81751,0.154,7.0,0.32,-9.296,0,0.403,187.484,0.608,0.22251,133.912,1.0,0.0,rock,17
0.352,0.81717,0.839,0.28792,143.15057,0.235,7.0,0.61,-7.293,1,0.618,132.981,0.562,0.28792,116.122,4.0,0.31,r&b/soul,15
0.002,0.73121,0.743,0.30913,232.56771,0.264,0.0,0.837,-10.181,1,0.692,228.333,0.805,0.10333,140.09,4.0,0.457,folk,6
0.674,0.51355,1.0,0.03428,652.40771,0.258,2.0,0.508,-7.863,1,0.499,641.091,0.633,0.03428,121.884,4.0,1.0,pop,13
0.182,0.45934,0.668,0.45934,395.93751,0.967,4.0,0.39,-13.585,0,0.498,370.834,0.485,0.17568,106.328,3.0,0.932,r&b/soul,15
0.086,0.94739,0.698,0.13273,234.26567,0.218,10.0,0.356,-18.149,1,0.365,220.23,0.108,0.13273,77.235,3.0,0.713,classical,1
0.01,0.56166,0.765,0.21776,215.74485,0.0,7.0,0.502,-10.635,0,0.667,203.25,0.976,0.04581,174.856,4.0,0.803,reggae,16
0.158,0.72373,0.588,0.21149,413.04771,0.247,7.0,0.163,-7.55,1,0.411,398.791,0.003,0.21149,130.103,4.0,0.0,electronic,4
0.008,1.01966,0.511,0.34993,148.06159,0.0,2.0,0.114,-14.934,0,0.497,144.428,0.0,0.18249,179.13,4.0,0.184,pop,13
0.576,0.49761,0.576,0.49761,197.38077,0.14,3.0,0.0,-14.728,1,0.352,190.299,0.575,0.20289,100.341,1.0,0.0,classical,1
0.013,1.74062,0.656,0.33147,281.52118,0.618,9.0,0.906,-6.681,1,0.729,270.646,0.938,0.33147,83.973,4.0,0.0,country,3
0.002,0.25848,0.761,0.25848,151.82322,0.148,5.0,0.414,-4.031,0,0.528,142.089,0.752,0.07083,157.751,4.0,0.894,world,19
0.313,2.79666,0.899,0.19798,347.79383,0.226,10.0,0.184,-17.462,1,0.325,335.61,0.172,0.19798,63.134,5.0,0.859,jazz,9
0.314,0.39587,0.0,0.0378,250.04363,0.919,5.0,0.633,-6.53,1,0.511,235.967,0.436,0.0378,163.848,4.0,0.384,pop,13
0.182,0.80883,0.93,0.40013,264.6722,0.166,10.0,0.032,-7.611,1,0.38,259.82,1.0,0.19783,147.128,4.0,0.631,rock,17
0.328,2.09866,0.07,0.36771,391.00036,0.372,7.0,0.79,-22.152,1,0.795,383.332,0.07,0.36771,139.806,5.0,0.587,latin,10
0.367,0.52152,0.804,0.52152,188.94322,0.0,7.0,0.698,-7.549,1,0.715,183.542,0.0,0.22285,99.077,4.0,1.0,electronic,4
0.014,2.70945,0.635,1.33154,194.82077,0.0,1.0,0.365,-12.098,1,0.4,186.567,0.664,0.27862,42.797,4.0,0.0,gospel,7
0.071,0.1922,0.64,0.1922,216.63302,0.165,6.0,0.69,-6.55,1,0.563,209.682,0.858,0.1922,133.45,4.0,0.357,pop,13
0.652,0.0962,0.652,0.0962,211.59138,0.0,4.0,0.349,-5.809,1,0.383,203.343,0.459,0.0962,152.208,1.0,0.623,country,3
0.119,1.39829,0.813,0.47063,138.762,0.2,2.0,0.477,-24.35,0,0.662,129.515,0.394,0.24811,130.848,4.0,0.554,r&b/soul,15
0.052,0.73071,0.484,0.14761,183.74485,0.0,8.0,0.692,-4.26,0,0.669,169.401,1.0,0.14761,103.142,4.0,0.821,rock,17
0.314,1.90249,0.848,0.65284,169.56036,0.414,10.0,0.463,-10.769,0,0.444,165.442,0.288,0.44507,98.259,4.0,1.0,electronic,4
0.272,2.49308,0.682,0.97864,239.56853,0.0,11.0,1.0,-7.324,1,1.0,226.424,0.662,0.60283,79.534,4.0,0.325,rock,17
0.377,1.01566,0.704,0.54539,368.16934,0.409,5.0,0.645,-8.684,0,0.65,351.417,0.0,0.54539,160.212,4.0,0.466,folk,6
0.0,0.16726,1.0,0.16726,228.98893,0.212,0.0,0.177,-9.978,1,0.561,212.172,0.701,0.16726,97.342,4.0,0.0,rock,17
0.1,2.86163,0.0,0.44123,300.82567,0.096,9.0,0.458,-7.681,1,0.516,285.809,0.331,0.03148,96.679,5.0,0.516,soundtrack/misc,18
0.73,1.7889,0.875,0.47429,285.49179,0.074,1.0,0.21,-4.853,0,0.227,274.657,0.523,0.14193,91.101,4.0,1.0,electronic,4
0.017,0.9282,0.942,0.40354,224.46975,0.363,5.0,0.361,-7.337,1,0.465,220.253,0.656,0.14186,116.298,4.0,0.734,other,12
0.008,1.3996,0.0,0.43851,327.65342,1.501,2.0,0.862,-14.457,0,0.765,316.848,0.337,0.20184,120.704,4.0,0.79,folk,6
1.0,0.17822,1.0,0.17822,121.02485,0.203,7.0,0.161,-9.652,1,0.392,112.808,0.316,0.17822,148.264,1.0,0.0,punk,14
0.061,0.39217,0.803,0.39217,231.33995,0.439,9.0,0.4,-9.018,1,0.552,218.767,0.0,0.05428,88.942,4.0,0.835,other,12
0.747,0.54305,0.747,0.54305,130.0371,0.346,10.0,0.765,-11.47,1,0.626,118.085,0.792,0.31853,135.599,1.0,0.0,r&b/soul,15
0.381,0.31759,0.129,0.31759,235.2322,2.334,7.0,0.188,-8.892,0,0.489,222.656,0.129,0.31759,164.972,3.0,1.0,metal,11
0.287,1.46415,0.756,0.62074,227.60444,0.351,4.0,0.528,-12.172,1,0.659,204.788,0.432,0.40424,137.149,4.0,0.0,rock,17
0.143,0.2439,0.335,0.2439,334.78485,0.236,1.0,0.601,-9.636,1,0.395,322.554,0.567,0.2439,95.816,4.0,1.0,hip hop,8
0.686,1.124,0.686,1.124,174.21016,0.0,4.0,0.948,-10.412,1,0.741,158.993,1.0,1.124,114.375,1.0,0.0,rock,17
0.0,1.11744,0.781,0.55279,229.72036,0.508,6.0,0.505,-7.336,0,0.493,216.247,1.0,0.26978,106.01,4.0,0.889,folk,6
0.082,2.11801,0.52,0.41664,315.01016,0.0,10.0,0.0,-3.05,0,0.071,315.01,0.152,0.13856,74.162,3.0,0.639,r&b/soul,15
0.929,0.12392,0.929,0.12392,270.75873,0.241,5.0,0.143,-24.669,1,0.218,264.533,0.0,0.12392,74.255,1.0,0.338,latin,10
0.041,1.1888,0.0,0.37093,233.50812,0.0,10.0,0.0,-5.588,0,0.243,219.051,0.11,0.09965,148.371,4.0,0.0,blues,0
0.57,0.61207,0.512,0.08631,318.61506,0.287,6.0,0.0,-4.43,0,0.352,301.238,0.512,0.08631,232.709,3.0,1.0,rock,17
0.055,0.1401,0.465,0.1401,292.12689,0.102,5.0,0.685,-8.491,0,0.894,284.909,1.0,0.1401,175.43,4.0,0.864,latin,10
0.9,0.3597,0.9,0.3597,176.97914,0.09,11.0,0.512,-6.317,0,0.439,171.654,1.0,0.12562,130.203,1.0,0.0,latin,10
0.325,0.73749,0.829,0.43219,216.81587,0.0,4.0,0.517,-6.352,1,0.491,213.351,0.516,0.28527,196.13,4.0,0.454,gospel,7
0.968,2.07016,0.57,0.14717,251.79383,0.0,0.0,0.542,-6.364,1,0.583,234.417,0.664,0.14717,62.076,4.0,0.533,metal,11
0.023,0.91483,0.545,0.39693,159.60771,0.34,5.0,0.067,-9.079,1,0.569,159.608,0.579,0.14557,124.714,4.0,0.355,rock,17
0.101,0.98701,0.628,0.27615,250.85342,0.223,2.0,0.481,-12.439,1,0.533,239.496,0.714,0.09798,168.935,4.0,0.748,reggae,16
0.123,0.56863,0.123,0.56863,259.73506,0.078,7.0,0.547,-6.605,0,0.421,252.5,1.0,0.13345,92.215,1.0,1.0,jazz,9
0.988,0.18774,0.988,0.18774,118.88281,0.473,7.0,0.722,-11.723,1,0.753,108.263,1.0,0.18774,101.015,1.0,0.0,r&b/soul,15
0.192,1.48841,0.0,0.23889,315.92444,2.119,7.0,0.308,-10.381,0,0.305,311.693,0.483,0.23889,103.377,3.0,1.0,rock,17
0.029,0.76581,0.254,0.39672,179.93098,0.0,9.0,0.417,-13.533,1,0.331,179.931,0.525,0.21218,162.155,4.0,0.82,reggae,16
0.458,0.75781,0.513,0.05143,434.15465,0.0,2.0,0.582,-12.869,1,0.579,392.185,0.405,0.05143,86.051,3.0,1.0,rock,17
0.087,0.7505,0.643,0.31457,237.94893,2.995,10.0,0.707,-6.519,1,0.449,222.314,0.151,0.09661,136.957,4.0,1.0,pop,13
0.487,0.31717,0.487,0.31717,163.29098,0.0,7.0,0.745,-5.084,1,0.625,159.655,0.94,0.08247,126.464,1.0,0.0,punk,14
0.023,1.8884,0.836,0.74959,164.33587,0.34,4.0,0.077,-6.231,1,0.435,156.52,0.742,0.46512,105.976,4.0,1.0,folk,6
0.132,0.41622,0.948,0.41622,232.6722,5.114,4.0,0.026,-6.413,1,0.275,227.724,0.0,0.14325,121.983,4.0,1.0,rock,17
0.213,0.18242,0.637,0.18242,249.41669,2.142,7.0,0.592,-9.985,1,0.648,242.898,0.139,0.18242,127.605,5.0,0.62,other,12
0.062,0.94292,0.705,0.33776,123.61098,0.438,2.0,0.159,-4.652,1,0.388,120.059,0.523,0.18911,100.006,4.0,0.682,electronic,4
0.047,1.01177,0.499,0.52093,278.25587,0.0,6.0,0.162,-3.201,0,0.307,278.256,0.626,0.27862,125.523,4.0,0.879,rock,17
0.007,1.5178,0.922,0.29815,291.49995,0.218,1.0,0.261,-13.629,1,0.283,278.727,0.922,0.14614,97.691,4.0,0.369,jazz,9
0.017,1.49744,1.0,0.50939,256.33914,0.247,4.0,0.016,-9.805,1,0.302,245.969,0.849,0.26188,120.02,4.0,0.449,rock,17
0.458,0.62597,0.458,0.62597,67.52608,0.0,6.0,0.421,-6.047,0,0.413,63.925,0.375,0.4589,180.287,1.0,0.0,pop,13
0.06,1.71621,0.542,0.21975,304.71791,0.112,3.0,0.525,-16.657,1,0.56,291.201,0.542,0.21975,206.978,7.0,0.779,jazz,9
0.368,3.66214,0.391,0.58978,141.40036,2.467,8.0,0.738,-12.981,1,0.639,137.543,0.254,0.58978,73.961,3.0,0.761,soundtrack/misc,18
0.382,0.80817,0.311,0.31364,283.32363,3.355,2.0,0.055,-12.195,1,0.389,273.908,0.106,0.06953,118.926,4.0,0.671,electronic,4
0.857,1.11939,0.444,0.41207,247.87546,0.0,0.0,0.505,-6.41,0,0.696,247.875,0.712,0.0585,83.891,4.0,0.305,latin,10
0.176,0.78104,0.888,0.25006,207.20281,0.2,11.0,0.354,-5.02,1,0.426,203.088,0.846,0.25006,119.057,4.0,1.0,rock,17
0.489,0.69956,0.827,0.69956,349.33506,0.659,1.0,0.392,-10.271,1,0.547,331.5,0.368,0.45979,127.434,4.0,0.0,country,3
0.03,1.0896,0.227,0.24188,187.0624,0.0,6.0,0.139,-6.904,0,0.362,184.366,0.377,0.24188,140.029,4.0,0.0,metal,11
0.131,0.88851,1.0,0.20671,242.85995,0.177,4.0,0.236,-7.531,0,0.342,239.305,1.0,0.20671,87.955,4.0,0.421,hip hop,8
0.035,0.80323,1.0,0.07408,169.87383,0.218,7.0,0.761,-4.716,1,0.712,162.453,0.795,0.07408,166.864,4.0,0.0,punk,14
0.414,0.92437,0.414,0.92437,156.21179,7.169,7.0,0.661,-11.795,1,0.399,139.755,0.526,0.63721,99.777,1.0,0.416,country,3
0.009,1.7498,1.0,0.41339,262.3473,0.287,11.0,0.062,-7.673,0,0.331,234.725,1.0,0.07846,89.912,4.0,1.0,electronic,4
0.032,0.8091,1.0,0.29395,217.73016,0.241,2.0,0.697,-5.791,1,0.691,205.793,0.92,0.0454,114.934,4.0,0.838,rock,17
0.115,1.39494,0.68,0.35345,287.08526,0.328,7.0,0.495,-6.36,0,0.405,278.094,0.944,0.18103,115.938,5.0,1.0,r&b/soul,15
0.082,0.95026,0.566,0.05557,180.6624,0.0,0.0,0.81,-10.527,1,0.567,180.662,0.927,0.05557,135.238,4.0,0.981,jazz,9
